"Level 1","Levels 2-4","Level 5","Category Name","Category Description"
"HEL","G00","PA","Professional Societies & Associations  (formerly G03)","Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the Voluntary Health Associations and Medical Disciplines major group area."
"HEL","G00","RP","Research Institutes & Public Policy Analysis  (formerly G05)","Organizations whose primary purpose is to conduct research and/or public policy research within the Voluntary Health Associations and Medical Disciplines major group area."
"HEL","G00","MS","Single Organization Support  (formerly G11)","Organizations existing as a support and fund-raising entity for a single institution within the Voluntary Health Associations and Medical Disciplines major group area."
"HEL","G00","MM","Fund Raising & Fund Distribution  (formerly G12)","Organizations that raise and distribute funds for multiple organizations within the Voluntary Health Associations and Medical Disciplines major group area."
"HEL","G00","NS","Support N.E.C.  (formerly G19)","Organizations that provide all forms of support except for financial assistance or fund raising for other organizations within the Voluntary Health Associations and Medical Disciplines major group area."
"HEL","G20","RG","Birth Defects & Genetic Diseases","Voluntary health organizations active in the prevention or treatment of illnesses or conditions that are hereditary and passed from parent to offspring. Use this code for organizations that focus on a wide variety of genetic disorders or on genetic disorders not specified below."
"HEL","G25","RG","Down Syndrome","Voluntary health organizations active in the prevention or treatment of Down Syndrome, a hereditary condition that results in intellectual disability."
"HEL","G30","RG","Cancer","Voluntary health organizations active in the prevention or treatment of cancer. The associated medical specialty is medical oncology, a subspecialty of internal medicine."
"HEL","G32","RG","Breast Cancer","Voluntary health organizations active in the prevention or treatment of breast cancer."
"HEL","G40","RG","Diseases of Specific Organs","Voluntary health organizations active in the prevention or treatment of diseases and conditions that affect specific organs or organ systems in the body. Use this code for organizations that focus on diseases that affect a wide range of organs or organ systems or on those not specified below."
"HEL","G41","RG","Eye Diseases, Blindness & Vision Impairments","Voluntary health organizations active in the prevention or treatment of blindness and diseases or other conditions that affect the eyes. The associated medical specialty is ophthalmology."
"HEL","G42","RG","Ear & Throat Diseases","Voluntary health organizations active in the prevention or treatment of diseases or conditions that affect the head and neck including the ears, the respiratory and upper alimentary systems, the face, the jaws and related structures. The related medical specialty is otolaryngology."
"HEL","G43","RG","Heart & Circulatory System Diseases & Disorders","Voluntary health organizations active in the prevention or treatment of diseases or conditions, including stroke, that affect the heart, lungs and blood vessels. The related medical specialty is cardiovascular medicine, a subspecialty of internal medicine."
"HEL","G44","RG","Kidney Diseases","Voluntary health organizations active in the prevention or treatment of diseases or conditions that affect the kidneys. The related medical specialty is nephrology, a subspecialty of internal medicine."
"HEL","G45","RG","Lung Diseases","Voluntary health organizations active in the prevention or treatment of diseases or conditions that affect the lungs. The related medical specialty is pulmonary disease specialists."
"HEL","G48","RG","Brain Disorders","Voluntary health organizations active in the prevention or treatment of diseases or conditions including brain injuries that affect the brain."
"HEL","G50","RG","Nerve, Muscle & Bone Diseases","Voluntary health organizations active in the prevention or treatment of diseases or conditions that affect the nerves, muscles or bones. Use this code for organizations that focus on a wide variety of nerve, muscle and bone diseases or those not specified below. The related medical specialty is orthopedic surgery."
"HEL","G51","RG","Arthritis","Voluntary health organizations active in the prevention or treatment of arthritis (including osteoarthritis and rheumatoid arthritis), an inflammatory condition affecting the joints. The related medical specialty is rheumatology, a subspecialty of internal medicine, though rheumatology is broader and covers more conditions than arthritis."
"HEL","G54","RG","Epilepsy","Voluntary health organizations active in the prevention or treatment of epilepsy, a recurrent paroxysmal disorder of cerebral function that is characterized by sudden brief interruptions in or complete loss of consciousness, motor activity and/or sensory phenomena."
"HEL","G60","RG","Allergy-Related Diseases","Voluntary health organizations active in the prevention or treatment of diseases and conditions that involve hypersensitivity to substances that do not normally cause a reaction."
"HEL","G61","RG","Asthma","Voluntary health organizations active in the prevention or treatment of asthma, a disorder of the bronchial system that is characterized by labored breathing and wheezing."
"HEL","G70","RG","Digestive Diseases & Disorders","Voluntary health organizations active in the prevention or treatment of diseases and conditions such as abdominal pain, ulcers, diarrhea or jaundice that affect the digestive system including the stomach, bowels, liver, gallbladder and related organs. The related medical specialty is gastroenterology, a subspecialty of internal medicine."
"HEL","G80","RG","Specifically Named Diseases","Voluntary health organizations active in the prevention or treatment of specifically named diseases and conditions. Use this code for named diseases not specified below."
"HEL","G81","RG","AIDS","Voluntary health organizations active in the prevention or treatment of AIDS, a disease that impairs the functioning of the bodys immune system, leaving affected individuals vulnerable to illnesses that would not otherwise occur."
"HEL","G83","RG","Alzheimers Disease","Voluntary health organizations active in the prevention or treatment of Alzheimers disease, a form of presenile dementia which is caused by atrophy of the frontal and occipital lobes of the brain."
"HEL","G84","RG","Autism","Voluntary health organizations active in the prevention or treatment of autism, a developmental disability, usually evident by age three, which affects a childs ability to communicate, understand language, play and relate to others."
"HEL","G90","RG","Medical Disciplines","Organizations that represent physicians who have special training and expertise in one clinical area of practice which focuses on a specific age group, an organ system of the body, or on complex scientific techniques developed to diagnose or treat certain types of disorders. Use this code for organizations that represent a wide variety of medical disciplines or those that are not specified below."
"HEL","G92","RG","Biomedicine & Bioengineering","Organizations that represent physicians who have advanced training in the development, implantation and utilization of cardiac pacemakers, cochlear implants and other hearing aids, artificial limbs and joints and other similar devices."
"HEL","G94","RG","Geriatrics","Organizations that represent physicians who have advanced training in the medical specialty which provides preventive, diagnostic and treatment services for elderly individuals who have diseases and conditions that are associated with the aging process."
"HEL","G96","RG","Neurology & Neuroscience","Organizations that represent physicians who have advanced training in the medical specialty which provides comprehensive medical management including preventive, diagnostic and treatment services for individuals who have diseases or injuries that affect the central, peripheral or autonomic nervous systems including the brain, cranial nerves, spinal cord, spinal nerves and other related structures."
"HEL","G98","RG","Pediatrics","Organizations that represent physicians who have advanced training in the biological, social and environmental factors that have an influence on a developing child and expertise in diagnosing and treating acute and chronic diseases that are common to children and youth."
"HEL","G99","RG","Voluntary Health Associations & Medical Disciplines N.E.C.","Use this code for organizations that clearly provide services related to diseases, disorders or medical spcialities where the major purpose is unclear enough that a more specific code cannot be accurately assigned."
"HEL","G9B","RG","Surgical Specialties","Organizations that represent physicians who have advanced training in the medical specialty which diagnoses conditions which require surgical intervention and provide preoperative, operative and postoperative care for surgical patients."
"HEL","H","Major Group","Medical Research",NA
"HEL","H00","AA","Alliances & Advocacy  (formerly H01)","Organizations whose activities focus on influencing public policy within the Medical Research major group area. Includes a variety of activities from public education and influencing public opinion to lobbying national and state legislatures."
"HEL","H00","MT","Management & Technical Assistance  (formerly H02)","Consultation, training, and other forms of management assistance services to nonprofit groups within the Medical Research major group area."
"HEL","H00","PA","Professional Societies & Associations  (formerly H03)","Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the Medical Research major group area."
"HEL","H00","RP","Research Institutes & Public Policy Analysis  (formerly H05)","Organizations whose primary purpose is to conduct research and/or public policy research within the Medical Research major group area."
"HEL","H00","MS","Single Organization Support  (formerly H11)","Organizations existing as a support and fund-raising entity for a single institution within the Medical Research major group area."
"HEL","H00","MM","Fund Raising & Fund Distribution  (formerly H12)","Organizations that raise and distribute funds for multiple organizations within the Medical Research major group area."
"HEL","H00","NS","Support N.E.C.  (formerly H19)","Organizations that provide all forms of support except for financial assistance or fund raising for other organizations within the Medical Research major group area."
"HEL","H20","RG","Birth Defects & Genetic Diseases Research","Organizations that conduct research which can be used to improve the prevention, diagnosis and treatment of any of a number of illnesses or conditions that are hereditary and passed from parent to offspring."
"HEL","H25","RG","Down Syndrome Research","Organizations that conduct research which can be used to improve the prevention, diagnosis and treatment of Down Syndrome, a hereditary condition that results in intellectual disability."
"HEL","H30","RG","Cancer Research","Organizations that conduct research which can be used to improve the prevention, diagnosis and treatment of cancer. Use this code for organizations whose research focuses on a wide variety of forms of cancer."
"HEL","H32","RG","Breast Cancer Research","Organizations that conduct research which can be used to improve the prevention, diagnosis and treatment of breast cancer."
"HEL","H40","RG","Diseases of Specific Organs Research","Organizations that conduct research which can be used to improve the prevention, diagnosis and treatment of diseases and conditions that affect specific organs or organ systems in the body. Use this code for organizations whose research focuses on diseases that affect a wide range of organs or organ systems or on those not specified below."
"HEL","H41","RG","Eye Diseases, Blindness & Vision Impairments Research","Organizations that conduct research which can be used to improve the prevention, diagnosis and treatment of diseases and conditions that affect eyes. The associated medical specialty is ophthalmology."
"HEL","H42","RG","Ear & Throat Diseases Research","Organizations that conduct research which can be used to improve the prevention, diagnosis and treatment of diseases and conditions that affect the head and neck including the ears, the respiratory and upper alimentary systems, the face, the jaws and related structures. The related medical specialty is otolaryngology."
"HEL","H43","RG","Heart & Circulatory System Diseases & Disorders Research","Organizations that conduct research which can be used to improve the prevention, diagnosis and treatment of diseases or conditions, including stroke, that affect the heart, lungs and blood vessels. The related medical specialty is cardiovascular medicine, a subspecialty of internal medicine."
"HEL","H44","RG","Kidney Diseases Research","Organizations that conduct research which can be used to improve the prevention, diagnosis and treatment of diseases and conditions that affect the kidneys. The related medical specialty is nephrology, a subspecialty of internal medicine."
"HEL","H45","RG","Lung Diseases Research","Organizations that conduct research which can be used to improve the prevention, diagnosis and treatment of diseases and conditions that affect the lungs. The related medical specialty is pulmonary disease specialists."
"HEL","H48","RG","Brain Disorders Research","Organizations that conduct research which can be used to improve the prevention, diagnosis and treatment of diseases and conditions that affect the brain."
"HEL","H50","RG","Nerve, Muscle & Bone Diseases Research","Organizations that conduct research which can be used to improve the prevention, diagnosis and treatment of diseases or conditions that affect the nerves, muscles or bones. Use this code for organizations whose research focuses on a wide variety of nerve, muscle or bone diseases or on those not specified below. The related medical specialty is orthopedic surgery."
"HEL","H51","RG","Arthritis Research","Organizations that conduct research which can be used to improve the prevention, diagnosis and treatment of arthritis (including osteoarthritis and rheumatoid arthritis), an inflammatory condition affecting the joints. The related medical specialty is rheumatology, a subspecialty of internal medicine, though rheumatology is broader and covers more conditions than arthritis."
"HEL","H54","RG","Epilepsy Research","Organizations that conduct research which can be used to improve the prevention, diagnosis and treatment of epilepsy, a recurrent paroxysmal disorder of cerebral function that is characterized by sudden brief interruptions in or complete loss of consciousness, motor activity and/or sensory phenomena."
"HEL","H60","RG","Allergy-Related Diseases Research","Organizations that conduct research which can be used to improve the prevention, diagnosis and treatment of diseases and conditions that involve hypersensitivity to substances that do not normally cause a reaction. Use this code for organizations whose research focuses on a wide variety of allergy-related diseases or on specific allergy-related diseases."
"HEL","H61","RG","Asthma Research","Organizations that conduct research which can be used to improve the prevention, diagnosis and treatment of asthma, a disorder of the bronchial system that is characterized by labored breathing and wheezing."
"HEL","H70","RG","Digestive Diseases & Disorders Research","Organizations that conduct research which can be used to improve the prevention, diagnosis and treatment of diseases and conditions such as abdominal pain, ulcers, diarrhea or jaundice that affect the digestive system including the stomach, bowels, liver, gallbladder and related organs. The related medical specialty is gastroenterology, a subspecialty of internal medicine."
"HEL","H80","RG","Specifically Named Diseases Research","Organizations that conduct research which can be used to improve the prevention, diagnosis and treatment of specifically named diseases and conditions. Use this code for organizations that conduct research on a multiplicity of named diseases or on named diseases not specified below."
"HEL","H81","RG","AIDS Research","Organizations that conduct research which can be used to improve the prevention, diagnosis and treatment of AIDS, a disease that impairs the functioning of the bodys immune system, leaving affected individuals vulnerable to illnesses that would not otherwise occur."
"HEL","H83","RG","Alzheimers Disease Research","Organizations that conduct research which can be used to improve the prevention, diagnosis and treatment of Alzheimers disease, a form of presenile dementia which is caused by atrophy of the front and occipital lobes of the brain."
"HEL","H84","RG","Autism Research","Organizations that conduct research which can be used to improve the prevention, diagnosis and treatment of autism, a developmental disability, usually evident by age three, which affects a childs ability to communicate, understand language, play and relate to others."
"HEL","H90","RG","Medical Disciplines Research","Organizations that conduct research which can be used to improve the options available to physicians who have special training and expertise in one clinical area of practice which focuses on a specific age group, an organ system of the body, or complex scientific techniques developed to diagnose or treat certain types of disorders. Use this code for organizations whose research covers a wide variety of medical disciplines or those that are not specified below."
"HEL","H92","RG","Biomedicine & Bioengineering Research","Organizations that conduct research which can be used to improve the options available to physicians who have advanced training in the development, implantation and utilization of cardiac pacemakers, cochlear implants and other hearing aids, artificial limbs and joints and other similar devices."
"HEL","H94","RG","Geriatrics Research","Organizations that conduct research which can be used to improve the options available to physicians who have advanced training in the medical specialty which provides preventive, diagnostic and treatment services for elderly individuals who have diseases or conditions that are associated with the aging process."
"HEL","H96","RG","Neurology & Neuroscience Research","Organizations that conduct research which can be used to improve the options available to physicians who have advanced training in the medical specialty which provides comprehensive medical management including preventive, diagnostic and treatment services for individuals who have diseases or injuries that affect the central, peripheral or autonomic nervous systems including the brain, cranial nerves, spinal cord, spinal nerves and other related structures."
"HEL","H98","RG","Pediatrics Research","Organizations that conduct research which can be used to improve the options available to physicians who have advanced training in the biological, social and environmental factors that have an influence on a developing child and expertise in diagnosing and treating acute and chronic diseases that are common to children and youth."
"HEL","H99","RG","Medical Research N.E.C.","Use this code for organizations that clearly provide services related to research regarding diseases, disorders or medical specialties where the major purpose is unclear enough that a more specific code cannot be accurately assigned."
"HEL","H9B","RG","Surgical Specialties Research","Organizations that conduct research which can be used to improve the options available to physicians who have advanced training in the medical specialty which diagnoses conditions which require surgical intervention and provide preoperative, operative and postoperative care for surgical patients."
"HMS","I","Major Group","Crime & Legal-Related",NA
"HMS","I00","AA","Alliances & Advocacy  (formerly I01)","Organizations whose activities focus on influencing public policy within the Crime, Legal Related major group area. Includes a variety of activities from public education and influencing public opinion to lobbying national and state legislatures."
"HMS","I00","MT","Management & Technical Assistance  (formerly I02)","Consultation, training, and other forms of management assistance services to nonprofit groups within the Crime, Legal Related major group area."
"HMS","I00","PA","Professional Societies & Associations  (formerly I03)","Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the Crime, Legal Related major group area."
"HMS","I00","RP","Research Institutes & Public Policy Analysis  (formerly I05)","Organizations whose primary purpose is to conduct research and/or public policy research within the Crime, Legal Related major group area."
"HMS","I00","MS","Single Organization Support  (formerly I11)","Organizations existing as a fund-raising entity for a single institution within the Crime & Legal-Related major group area."
"HMS","I00","MM","Fund Raising & Fund Distribution  (formerly I12)","Organizations that raise and distribute funds for multiple organizations within the Crime, Legal Related major group area."
"HMS","I00","NS","Support N.E.C.  (formerly I19)","Organizations that provide all forms of support except for financial assistance or fund raising for other organizations within the Crime, Legal Related major group area."
"HMS","I20","RG","Crime Prevention","Organizations that provide information and services that help the public protect themselves from crime or which prevent its occurrence. Also included are organizations that provide a mechanism for reporting crimes. Use this code for crime prevention programs not specified below."
"HMS","I21","RG","Youth Violence Prevention","Organizations that offer a variety of activities for youth who have demonstrated or are at risk for behavior which is likely to be unlawful or to involve them in the juvenile justice system. Also included are community councils, coalitions and other groups whose primary purpose is to prevent delinquency."
"HMS","I23","RG","Drunk Driving-Related","Organizations that provide first and multiple offender drunk driving programs for adults and juveniles or which offer transportation services for drinking drivers. Also includes community action groups like MADD that are against drunk driving."
"HMS","I30","RG","Correctional Facilities","Privately operated, community-based nonprofit correctional facilities for adults or juveniles who have been sentenced to imprisonment after conviction for an offense. These facilities serve the same function as government-operated programs, and most operate on a contract with the county or the state."
"HMS","I31","RG","Half-Way Houses for Offenders & Ex-Offenders","Community-based residential facilities which allow adult and juvenile offenders with satisfactory behavior to transition back to the community during the last months of their sentences or which provide congregate living arrangements and supportive services for ex-offenders to help them successfully reenter the community and become self-sufficient. These facilities are known as work release centers, prerelease centers, rehabilitation centers and group homes for juvenile offenders or status offenders."
"HMS","I40","RG","Rehabilitation Services for Offenders","Organizations that provide counseling, job seeking assistance and other nonresidential supportive services that help adult and/or juvenile offenders re-integrate into the community following their release from a correctional facility. Use this code for rehabilitation services not specified below."
"HMS","I43","RG","Inmate Support","Organizations that provide emotional support, friendship, advice and guidance or other types of support for inmates while they are incarcerated and/or which facilitate contact between inmates and family members."
"HMS","I44","RG","Prison Alternatives","Organizations that provide intensive treatment and rehabilitation services for adult or juvenile offenders. The focus of the service is on rehabilitation of the offender rather than preparation for release into the community."
"HMS","I50","RG","Administration of Justice","Organizations that are concerned with court administration; court reform including the rights and privileges of prisoners, incarceration alternatives and other criminal justice issues; and alternatives to litigation."
"HMS","I51","RG","Dispute Resolution & Mediation","Organizations that provide mediation services which help individuals who are having a dispute discuss the situation and reach an agreement without resorting to litigation."
"HMS","I60","RG","Law Enforcement","Law enforcement associations, advisory councils or other nonprofit community groups that provide advice and direction for police departments; auxiliaries or other community-based organizations that collect and disburse money in aid of injured police officers or in support of local law enforcement activities; and other nonprofit groups that have an interest in law enforcement issues."
"HMS","I70","RG","Protection Against Abuse","Organizations that attempt to reduce the incidence of child abuse, elder abuse and spouse abuse in family settings through educational interventions which may focus on children of various ages, parents, people who work with families and/or the community at large."
"HMS","I71","RG","Spouse Abuse Prevention","Organizations that deal specifically with the prevention of domestic violence through educational interventions which may focus on batterers, people at risk for domestic violence, people who work with battered women and/or the community at large."
"HMS","I72","RG","Child Abuse Prevention","Organizations that deal specifically with the prevention of child abuse including incest through educational interventions which may focus on children of various ages, parents, people who work with families and/or the community at large."
"HMS","I73","RG","Sexual Abuse Prevention","Organizations that deal specifically with the prevention of sexual assault (for adults and children)."
"HMS","I80","RG","Legal Services","Organizations that provide general legal aid regarding criminal and/or civil matters at little or no cost for individuals who are economically disadvantaged."
"HMS","I83","RG","Public Interest Law","Organizations that primarily handle class action litigation and lawsuits related to issues of interest to the public in general rather than assisting individuals."
"HMS","I99","RG","Crime & Legal-Related N.E.C.","Use this code for organizations that clearly provide crime and legal related services where the major purpose is unclear enough that a more specific code cannot be accurately assigned."
"HMS","J","Major Group","Employment",NA
"HMS","J00","AA","Alliances & Advocacy  (formerly J01)","Organizations whose activities focus on influencing public policy within the Employment, Job Related major group area. Includes a variety of activities from public education and influencing public opinion to lobbying national and state legislatures."
"HMS","J00","MT","Management & Technical Assistance  (formerly J02)","Consultation, training, and other forms of management assistance services to nonprofit groups within the Employment, Job Related major group area."
"HMS","J00","PA","Professional Societies & Associations  (formerly J03)","Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the Employment, Job Related major group area."
"HMS","J00","RP","Research Institutes & Public Policy Analysis  (formerly J05)","Organizations whose primary purpose is to conduct research and/or public policy analysis within the Employment, Job Related major group area."
"HMS","J00","MS","Single Organization Support  (formerly J11)","Organizations existing as a fund-raising entity for a single institution within the Employment major group area."
"HMS","J00","MM","Fund Raising & Fund Distribution  (formerly J12)","Organizations that raise and distribute funds for multiple organizations within the Employment, Job Related major group area."
"HMS","J00","NS","Support N.E.C.  (formerly J19)","Organizations that provide all forms of support except for financial assistance or fund raising for other organizations within the Employment, Job Related major group area."
"HMS","J20","RG","Employment Preparation & Procurement","Organizations that help people prepare for, find, secure and retain suitable employment. Use this code for organizations that provide a wide range of employment services or those that offer employment-related services not specified below. Includes: Employment placement agencies; Job development organizations including those for youth and people with disabilities; Retraining; and Senior Community Service Employment Programs"
"HMS","J21","RG","Vocational Counseling","Organizations that administer tests which measure the skills, abilities and interests of job seekers and help them make appropriate decisions regarding an occupational field or position."
"HMS","J22","RG","Job Training","Organizations that train people in the specific skills they will need to obtain employment in a particular industry or which provide work experience for youth or others who have no employment history."
"HMS","J30","RG","Vocational Rehabilitation","Organizations that provide job training and employment experiences for individuals with disabilities, people who have been disabled by use of drugs or alcohol or people with emotional difficulties, with the objective of helping them to become economically self-sufficient."
"HMS","J32","RG","Goodwill Industries","Goodwill Industries sites."
"HMS","J33","RG","Sheltered Employment","Organizations that provide paid employment opportunities in a controlled, protected environment for people with disabilities who are unable to obtain competitive employment. Also included are work activity centers which provide personal and social development opportunities for participants who have demonstrated inconsequential production capacity."
"HMS","J40","RG","Labor Unions","Organizations that work to promote the rights of employees to fair remuneration and safe working conditions \[Note: These are generally section 501(c)(5) organizations\]."
"HMS","J99","RG","Employment N.E.C.","Use this code for organizations that clearly provide employment and job related services where the major purpose is unclear enough that a more specific code cannot be accurately assigned."
"HMS","K","Major Group","Food, Agriculture & Nutrition",NA
"HMS","K00","AA","Alliances & Advocacy  (formerly K01)","Organizations whose activities focus on influencing public policy within the Food, Agriculture, and Nutrition major group area. Includes a variety of activities from public education and influencing public opinion to lobbying national and state legislatures."
"HMS","K00","MT","Management & Technical Assistance  (formerly K02)","Consultation, training, and other forms of management assistance services to nonprofit groups within the Food, Agriculture, and Nutrition major group area."
"HMS","K00","PA","Professional Societies & Associations  (formerly K03)","Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the Food, Agriculture, and Nutrition major group area."
"HMS","K00","RP","Research Institutes & Public Policy Analysis  (formerly K05)","Organizations whose primary purpose is to conduct research and/or public policy analysis within the Food, Agriculture, and Nutrition major group area."
"HMS","K00","MS","Single Organization Support  (formerly K11)","Organizations existing as a fund-raising entity for a single institution within the Food, Agriculture & Nutrition major group area."
"HMS","K00","MM","Fund Raising & Fund Distribution  (formerly K12)","Organizations that raise and distribute funds for multiple organizations within the Food, Agriculture, and Nutrition major group area."
"HMS","K00","NS","Support N.E.C.  (formerly K19)","Organizations that provide all forms of support except for financial assistance or fund raising for other organizations within the Food, Agriculture and Nutrition major group area."
"HMS","K20","RG","Agricultural Programs","Organizations that focus on the development and improvement of food resources or food procurement through information and technical assistance for agricultural establishments and individuals in rural or urban settings. Use this code for organizations that provide a wide range of agricultural services or those that offer services to support the agricultural sector not specified below."
"HMS","K25","RG","Farmland Preservation","Organizations such as land trusts that work to ensure that farmland is preserved for farming purposes rather than freed for development or environmental quality purposes."
"HMS","K26","RG","Animal Husbandry","Organizations that provide information, technical assistance and support for individuals or commercial establishments that are engaged in the keeping, grazing, feeding and/or sale of livestock. \[Note: These organizations are typically found in section 501(c)(5).\]"
"HMS","K28","RG","Farm Bureaus & Granges","Organizations whose members are farmers or ranchers who have affiliated for the purpose of representing the interests of agricultural producers and rural communities. \[Note: These organizations are typically found in section 501(c)(5).\]"
"HMS","K2A","RG","Other Vegetable (except Potato) and Melon Farming","NULL"
"HMS","K2B","RG","Soil Preparation, Planting, and Cultivating","NULL"
"HMS","K2C","RG","Wineries","NULL"
"HMS","K30","RG","Food Programs","Organizations that provide access to free or low-cost food products to children, seniors, or indigents by distributing groceries, providing meals, providing facilities for storing food or making available land on which people can grow their own produce. Use this code for organizations that provide a wide range of food services or those that offer food-related services not specified below."
"HMS","K31","RG","Food Banks & Pantries","Organizations that gather, store and distribute food to indigents at no charge or at low cost."
"HMS","K34","RG","Congregate Meals","Organizations (also known as nutrition sites or senior nutrition programs) that provide hot meals on a regular basis, usually for elderly individuals but also for disabled adults or other target populations."
"HMS","K35","RG","Soup Kitchens","Organizations that provide meals in a central location for indigent people."
"HMS","K36","RG","Meals on Wheels","Organizations that prepare and deliver regular hot meals to elderly individuals, people with disabilities or people with AIDS or other targeted conditions who are unable to shop and/or prepare food for themselves or to travel to a site where a meal is being served. Also known as home delivered meals."
"HMS","K40","RG","Nutrition","Organizations that provide information concerning the basic principles of healthful eating, food handling, food preparation and shopping skills. Included is information about the basic food groups, vitamin and mineral requirements, and the relationship of nutrition to the preservation of good health and the prevention of illness."
"HMS","K50","RG","Home Economics","Organizations that provide instruction that deals with the basic activities of homemaking including caring for and managing children, shopping for and preparing nutritious meals, maintaining a clean and safe living environment, and other in-home responsibilities."
"HMS","K6A","RG","Meat markets","NULL"
"HMS","K6B","RG","Confectionery and Nut Stores","NULL"
"HMS","K6C","RG","Caterers","NULL"
"HMS","K6D","RG","Mobile food services","NULL"
"HMS","K6E","RG","Drinking Places (Alcoholic Beverages)","NULL"
"HMS","K6F","RG","Snack and Nonalcoholic Beverage Bars","NULL"
"HMS","K90","RG","Limited-Service Restaurants","(Community Ntee) This U.S. industry comprises establishments primarily engaged in providing food services (except snack and nonalcoholic beverage bars) where patrons generally order or select items and pay before eating. Food and drink may be consumed on premises, taken out, or delivered to the customer's location. Some establishments in this industry may provide these food services in combination with selling alcoholic beverages."
"HMS","K91","RG","Supermarkets and Other Grocery (except Convenience) Stores","(Community Ntee) This industry comprises establishments generally known as supermarkets and grocery stores primarily engaged in retailing a general line of food, such as canned and frozen foods; fresh fruits and vegetables; and fresh and prepared meats, fish, and poultry. Included in this industry are delicatessen-type establishments primarily engaged in retailing a general line of food."
"HMS","K92","RG","Convenience Stores","(Community Ntee) This industry comprises establishments known as convenience stores or food marts (except those with fuel pumps) primarily engaged in retailing a limited line of goods that generally includes milk, bread, soda, and snacks."
"HMS","K93","RG","Fruit and Vegetable Markets","(Community Ntee) This industry comprises establishments primarily engaged in retailing fresh fruits and vegetables."
"HMS","K94","RG","All Other Specialty Food Stores","(Community Ntee) This U.S. industry comprises establishments primarily engaged in retailing miscellaneous specialty foods (except meat, fish, seafood, fruit and vegetables, confections, nuts, popcorn, and baked goods) not for immediate consumption and not made on the premises."
"HMS","K95","RG","Food (Health) Supplement Stores","(Community Ntee) This U.S. industry comprises establishments primarily engaged in retailing food supplement products, such as vitamins, nutrition supplements, and body enhancing supplements."
"HMS","K96","RG","Warehouse Clubs and Supercenters","(Community Ntee) This industry comprises establishments known as warehouse clubs, superstores or supercenters primarily engaged in retailing a general line of groceries in combination with general lines of new merchandise, such as apparel, furniture, and appliances."
"HMS","K97","RG","Food Service Contractors","(Community Ntee) This industry comprises establishments primarily engaged in providing food services at institutional, governmental, commercial, or industrial locations of others based on contractual arrangements with these type of organizations for a specified period of time. The establishments of this industry provide food services for the convenience of the contracting organization or the contracting organization's customers. The contractual arrangement of these establishments with contracting organizations may vary from type of facility operated (e.g., cafeteria, restaurant, fast-food eating place), revenue sharing, cost structure, to providing personnel. Management staff is always provided by the food service contractors."
"HMS","K98","RG","Full-Service Restaurants","(Community Ntee) This U.S. industry comprises establishments primarily engaged in providing food services to patrons who order and are served while seated (i.e., waiter/waitress service) and pay after eating. These establishments may provide this type of food service to patrons in combination with selling alcoholic beverages, providing carryout services, or presenting live nontheatrical entertainment."
"HMS","K99","RG","Food, Agriculture & Nutrition N.E.C.","Use this code for organizations that clearly provide food, agriculture or nutrition services where the major purpose is unclear enough that a more specific code cannot be accurately assigned."
"HMS","L","Major Group","Housing & Shelter",NA
"HMS","L00","AA","Alliances & Advocacy  (formerly L01)","Organizations whose activities focus on influencing public policy within the Housing, Shelter major group area. Includes a variety of activities from public education and influencing public opinion to lobbying national and state legislatures."
"HMS","L00","MT","Management & Technical Assistance  (formerly L02)","Consultation, training, and other forms of management assistance services to nonprofit groups within the Housing, Shelter major group area."
"HMS","L00","PA","Professional Societies & Associations  (formerly L03)","Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the Housing, Shelter major group area."
"HMS","L00","RP","Research Institutes & Public Policy Analysis  (formerly L05)","Organizations whose primary purpose is to conduct research and/or public policy analysis within the Housing, Shelter major group area."
"HMS","L00","MS","Single Organization Support  (formerly L11)","Organizations existing as a fund-raising entity for a single institution within the Housing & Shelter major group area."
"HMS","L00","MM","Fund Raising & Fund Distribution  (formerly L12)","Organizations that raise and distribute funds for multiple organizations within the Housing, Shelter major group area."
"HMS","L00","NS","Support N.E.C.  (formerly L19)","Organizations that provide all forms of support except for financial assistance or fund raising for other organizations within the Housing, Shelter major group area."
"HMS","L20","RG","Housing Development, Construction & Management","Organizations that build, rehabilitate, manage and/or provide rental housing for low-income individuals and families, older adults and people with disabilities; or which make purchasable housing available to low or moderate income families by offering lower priced housing and/or affordable payment plans, by arranging for interest or mortgage subsidies or by involving eventual owners in the construction process (sweat equity). Use this code for organizations that provide housing services for a wide range of individuals or for those that offer housing options for low income tenants that are not specified below."
"HMS","L21","RG","Low-Income & Subsidized Rental Housing","Organizations that develop, rehabilitate, manage and/or provide rental housing that is available to people who qualify on the basis of income, age or disability for publicly subsidized housing e.g., HUD housing or housing assistance under Section 8 of the Housing and Urban Development Act."
"HMS","L22","RG","Senior Citizens Housing & Retirement Communities","Residential options exclusively for older adults who want to have a simpler, maintenance-free lifestyle and enjoy the company of peers with common interests, or who require a moderate amount of support in the activities of daily living to maintain independent living."
